specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no
55972,spm,,536667,0,,IVPP V13477,,,femur,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
55973,spm,,536667,0,,IVPP V13351,,,femur,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
55974,spm,,536667,0,,IVPP V13320,,,femur,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
55975,spm,,536667,0,,IVPP V13476,,,femur,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
55981,spm,,571708,24455,,SGO-PV-961,holotype,right,femur,,1,text,,lateromedial midshaft width,n. gen. Atacamatitan n. sp. chilensis,species,180312,,Atacamatitan chilensis,species,180312,100.5,66,35569
55991,spm,,403400,10595,,Z. Pal. No. MgD-Ij6,holotype,,scapula,,1,table,,,n. gen. Deinocheirus n. sp. mirificus,species,57246,,Deinocheirus mirificus,species,57246,70.6,66,10142
55992,spm,,403400,10595,,Z. Pal. No. MgD-Ij6,holotype,,coracoid,,1,table,,,n. gen. Deinocheirus n. sp. mirificus,species,57246,,Deinocheirus mirificus,species,57246,70.6,66,10142
55993,spm,,403400,10595,,Z. Pal. No. MgD-Ij6,holotype,,humerus,,1,table,,,n. gen. Deinocheirus n. sp. mirificus,species,57246,,Deinocheirus mirificus,species,57246,70.6,66,10142
55994,spm,,403400,10595,,Z. Pal. No. MgD-Ij6,holotype,,ulna,,1,table,,,n. gen. Deinocheirus n. sp. mirificus,species,57246,,Deinocheirus mirificus,species,57246,70.6,66,10142
55995,spm,,403400,10595,,Z. Pal. No. MgD-Ij6,holotype,,radius,,1,table,,,n. gen. Deinocheirus n. sp. mirificus,species,57246,,Deinocheirus mirificus,species,57246,70.6,66,10142
55997,spm,,489361,22267,,ML 352,,right,femur,,1,text,,,Ceratosaurus sp.,genus,38600,,Ceratosaurus,genus,38600,155.7,145,19890
56001,spm,,683563,21717,,IVPP V12556,holotype,both,humerus,,1,table,,midshaft width,n. gen. Similicaudipteryx n. sp. yixianensis,species,146462,,Similicaudipteryx yixianensis,species,146462,125,113,29880
56002,spm,,683563,21717,,IVPP V12556,holotype,right,femur,,1,table,,,n. gen. Similicaudipteryx n. sp. yixianensis,species,146462,,Similicaudipteryx yixianensis,species,146462,125,113,29880
56003,spm,,683563,21717,,IVPP V12556,holotype,both,tibia,,1,table,,,n. gen. Similicaudipteryx n. sp. yixianensis,species,146462,,Similicaudipteryx yixianensis,species,146462,125,113,29880
56004,spm,,683563,21717,,IVPP V12556,holotype,both,fibula,,1,table,,,n. gen. Similicaudipteryx n. sp. yixianensis,species,146462,,Similicaudipteryx yixianensis,species,146462,125,113,29880
56010,spm,,130294,0,,NGMC 2125,holotype,,skull,,1,table,,,n. gen. Protarchaeopteryx n. sp. robusta,species,66068,,Protarchaeopteryx robusta,species,66068,130,122.46,4006
56011,spm,,130294,0,,NGMC 2125,holotype,,humerus,,1,table,,,n. gen. Protarchaeopteryx n. sp. robusta,species,66068,,Protarchaeopteryx robusta,species,66068,130,122.46,4006
56012,spm,,130294,0,,NGMC 2125,holotype,,femur,,1,table,,,n. gen. Protarchaeopteryx n. sp. robusta,species,66068,,Protarchaeopteryx robusta,species,66068,130,122.46,4006
56013,spm,,130294,0,,NGMC 2125,holotype,,tibia,,1,table,,,n. gen. Protarchaeopteryx n. sp. robusta,species,66068,,Protarchaeopteryx robusta,species,66068,130,122.46,4006
56014,spm,,130295,0,,NGMC 97-4-A,holotype,,skull,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56015,spm,,130295,0,,NGMC 97-4-A,holotype,,humerus,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56016,spm,,130295,0,,NGMC 97-4-A,holotype,,femur,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56017,spm,,130295,0,,NGMC 97-4-A,holotype,,tibia,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56018,spm,,130295,0,,NGMC 97-9-A,paratype,,skull,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56019,spm,,130295,0,,NGMC 97-9-A,paratype,,humerus,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56020,spm,,130295,0,,NGMC 97-9-A,paratype,,femur,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56021,spm,,130295,0,,NGMC 97-9-A,paratype,,tibia,,1,table,,,n. gen. Caudipteryx n. sp. zoui,species,66066,,Caudipteryx zoui,species,66066,130,122.46,4006
56036,spm,,487793,0,,IVPP V 4025,holotype,right,femur,,1,text,,,n. gen. Tugulusaurus n. sp. faciles,species,65209,,Tugulusaurus faciles,species,65209,122.46,100.5,13089
56037,spm,,487793,0,,IVPP V 4025,holotype,left,tibia,,1,text,,,n. gen. Tugulusaurus n. sp. faciles,species,65209,,Tugulusaurus faciles,species,65209,122.46,100.5,13089
56038,spm,,517537,33989,,AMNH 5240,holotype,,skull,,1,table,,,n. gen. Corythosaurus n. sp. casuarius,species,56403,,Corythosaurus casuarius,species,56403,83.5,70.6,9646
56046,spm,,512989,35972,,DFMMh/FV 291.9,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56047,spm,,512989,35972,,DFMMh/FV 48,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56048,spm,,512989,35972,,DFMMh/FV 177,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56049,spm,,512989,35972,,DFMMh/FV 495.9,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56050,spm,,512989,35972,,DFMMh/FV 153,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56051,spm,,512989,35972,,DFMMh/FV 415,,,femur,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56052,spm,,512989,35972,,DFMMh/FV 11,,,humerus,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56053,spm,,512989,35972,,DFMMh/FV 372,,,humerus,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56054,spm,,512989,35972,,DFMMh/FV 009,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56055,spm,,512989,35972,,DFMMh/FV 154,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56056,spm,,512989,35972,,DFMMh/FV 001,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56057,spm,,512989,35972,,DFMMh/FV 475,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56058,spm,,512989,35972,,DFMMh/FV 495.5,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56059,spm,,512989,35972,,DFMMh/FV 468,,,tibia,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56060,spm,,512989,35972,,DFMMh/FV,,,fibula,,1,table,,,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,155.7,150.8,17682
56061,spm,,220082,0,,SMNS 13200,holotype,,humerus,,1,table,,,Plateosaurus n. sp. trossingensis,species,64679,subjective synonym of,Plateosaurus longiceps,species,64684,228,208.5,17682
56062,spm,,220082,0,,SMNS 13200,holotype,,radius,,1,table,,,Plateosaurus n. sp. trossingensis,species,64679,subjective synonym of,Plateosaurus longiceps,species,64684,228,208.5,17682
56063,spm,,220082,0,,SMNS 13200,holotype,,ulna,,1,table,,,Plateosaurus n. sp. trossingensis,species,64679,subjective synonym of,Plateosaurus longiceps,species,64684,228,208.5,17682
56064,spm,,220082,0,,SMNS 13200,holotype,,femur,,1,table,,,Plateosaurus n. sp. trossingensis,species,64679,subjective synonym of,Plateosaurus longiceps,species,64684,228,208.5,17682
56065,spm,,220082,0,,SMNS 13200,holotype,,tibia,,1,table,,,Plateosaurus n. sp. trossingensis,species,64679,subjective synonym of,Plateosaurus longiceps,species,64684,228,208.5,17682
56066,spm,,410610,19675,,BP/1/4952,holotype,,humerus,,1,table,,,n. gen. Antetonitrus n. sp. ingenipes,species,57754,,Antetonitrus ingenipes,species,57754,201.3,190.8,17682
56067,spm,,410610,19675,,BP/1/4952,holotype,,radius,,1,table,,,n. gen. Antetonitrus n. sp. ingenipes,species,57754,,Antetonitrus ingenipes,species,57754,201.3,190.8,17682
56068,spm,,410610,19675,,BP/1/4952,holotype,,ulna,,1,table,,,n. gen. Antetonitrus n. sp. ingenipes,species,57754,,Antetonitrus ingenipes,species,57754,201.3,190.8,17682
56069,spm,,410610,19675,,BP/1/4952,holotype,,femur,,1,table,,,n. gen. Antetonitrus n. sp. ingenipes,species,57754,,Antetonitrus ingenipes,species,57754,201.3,190.8,17682
56070,spm,,410610,19675,,BP/1/4952,holotype,,tibia,,1,table,,,n. gen. Antetonitrus n. sp. ingenipes,species,57754,,Antetonitrus ingenipes,species,57754,201.3,190.8,17682
56073,spm,,367589,17832,,NMZ QG24,holotype,,humerus,,1,table,,estimated measurement,n. gen. Vulcanodon n. sp. karibaensis,species,54979,,Vulcanodon karibaensis,species,54979,199.3,182.7,17682
56074,spm,,367589,17832,,NMZ QG24,holotype,,radius,,1,table,,,n. gen. Vulcanodon n. sp. karibaensis,species,54979,,Vulcanodon karibaensis,species,54979,199.3,182.7,17682
56075,spm,,367589,17832,,NMZ QG24,holotype,,ulna,,1,table,,,n. gen. Vulcanodon n. sp. karibaensis,species,54979,,Vulcanodon karibaensis,species,54979,199.3,182.7,17682
56076,spm,,367589,17832,,NMZ QG24,holotype,,femur,,1,table,,estimated measurement,n. gen. Vulcanodon n. sp. karibaensis,species,54979,,Vulcanodon karibaensis,species,54979,199.3,182.7,17682
56077,spm,,367589,17832,,NMZ QG24,holotype,,tibia,,1,table,,,n. gen. Vulcanodon n. sp. karibaensis,species,54979,,Vulcanodon karibaensis,species,54979,199.3,182.7,17682
56083,spm,,739555,0,,ZDM T7501,holotype,,humerus,,1,table,,,Omeisaurus n. sp. tianfuensis,species,56462,,Omeisaurus tianfuensis,species,56462,163.5,157.3,17682
56084,spm,,739555,0,,ZDM T7501,holotype,,radius,,1,table,,,Omeisaurus n. sp. tianfuensis,species,56462,,Omeisaurus tianfuensis,species,56462,163.5,157.3,17682
56085,spm,,739555,0,,ZDM T7501,holotype,,femur,,1,table,,,Omeisaurus n. sp. tianfuensis,species,56462,,Omeisaurus tianfuensis,species,56462,163.5,157.3,17682
56086,spm,,739555,0,,ZDM T7501,holotype,,tibia,,1,table,,,Omeisaurus n. sp. tianfuensis,species,56462,,Omeisaurus tianfuensis,species,56462,163.5,157.3,17682
56091,spm,,486188,0,,M.C.Z. No. 1669,holotype,,femur,,1,table,,,n. gen. Staurikosaurus n. sp. pricei,species,55001,,Staurikosaurus pricei,species,55001,237,228,12492
56092,spm,,486188,0,,M.C.Z. No. 1669,holotype,,tibia,,1,table,,,n. gen. Staurikosaurus n. sp. pricei,species,55001,,Staurikosaurus pricei,species,55001,237,228,12492
56116,spm,,654765,19251,,MDT-PV 1/16,,,humerus,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56117,spm,,654765,19251,,MDT-PV 1/17,,,ulna,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56118,spm,,654765,19251,,MDT-PV 1/3,,,femur,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56119,spm,,654765,19251,,MDT-PV 1/23,,,femur,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56120,spm,,654765,19251,,MDT-PV 1/27,,,femur,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56121,spm,,654765,19251,,MDT-PV 1/26,,,femur,,1,table,,width is least shaft diameter,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56122,spm,,654765,19251,,MDT-PV 1/2,,,tibia,,1,table,,least width,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56123,spm,,654765,19251,,MDT-PV 1/28,,,tibia,,1,table,,least width,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56124,spm,,654765,19251,,MDT-PV 1/34,,,tibia,,1,table,,least width,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56125,spm,,654765,19251,,MDT-PV 1/48,holotype,,femur,,1,table,,least width,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56126,spm,,654765,19251,,MDT-PV 1/48,holotype,,tibia,,1,table,,least width,n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56127,spm,,654765,19251,,MDT-PV 1/48,holotype,,fibula,,1,table,,"least width (reported as 4, presumably a typo)",n. gen. Aniksosaurus n. sp. darwini,species,97083,,Aniksosaurus darwini,species,97083,100.5,89.8,23710
56151,spm,,536615,0,,IVPP-V11797-10,holotype,,skull,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56152,spm,,536615,0,,IVPP-V11797-10,holotype,,scapula,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56153,spm,,536615,0,,IVPP-V11797-10,holotype,,coracoid,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56154,spm,,536615,0,,IVPP-V11797-10,holotype,,humerus,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56155,spm,,536615,0,,IVPP-V11797-10,holotype,,ulna,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56156,spm,,536615,0,,IVPP-V11797-10,holotype,,radius,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56157,spm,,536615,0,,IVPP-V11797-10,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56158,spm,,536615,0,,IVPP-V11797-10,holotype,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56159,spm,,536615,0,,IVPP-V11797-10,holotype,,fibula,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56160,spm,,536615,0,,IVPP-V11797-2,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56161,spm,,536615,0,,IVPP-V11797-12,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56162,spm,,536615,0,,IVPP-V11797-15,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56163,spm,,536615,0,,IVPP-V11797-14,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56164,spm,,536615,0,,IVPP-V11797-23,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56165,spm,,536615,0,,IVPP-V11797-1,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56166,spm,,536615,0,,IVPP-V11797-9,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56167,spm,,536615,0,,IVPP-V11797-13,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56168,spm,,536615,0,,IVPP-V11797-11,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56169,spm,,536615,0,,IVPP-V11797-22,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56170,spm,,536615,0,,IVPP-V11797-3,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56171,spm,,536615,0,,IVPP-V11797-29,,,femur,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56172,spm,,536615,0,,IVPP-V11797-12,,,humerus,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56173,spm,,536615,0,,IVPP-V11797-12,,,radius,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56174,spm,,536615,0,,IVPP-V11797-12,,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56175,spm,,536615,0,,IVPP-V11797-15,,,humerus,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56176,spm,,536615,0,,IVPP-V11797-15,,,radius,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56177,spm,,536615,0,,IVPP-V11797-15,,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56178,spm,,536615,0,,IVPP-V11797-14,,,humerus,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56179,spm,,536615,0,,IVPP-V11797-13,,,radius,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56180,spm,,536615,0,,IVPP-V11797-13,,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56181,spm,,536615,0,,IVPP-V11797-11,,,humerus,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56182,spm,,536615,0,,IVPP-V11797-11,,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56183,spm,,536615,0,,IVPP-V11797-29,,,tibia,,1,table,,,n. gen. Sinornithomimus n. sp. dongi,species,68342,,Sinornithomimus dongi,species,68342,93.9,89.8,14984
56184,spm,,572945,24454,,MGUANPA-003,holotype,right,scapula,,1,text,,,n. gen. Angolatitan n. sp. adamastor,species,180384,,Angolatitan adamastor,species,180384,89.8,86.3,35572
56185,spm,,572945,24454,,MGUANPA-003,holotype,right,humerus,,1,text,,,n. gen. Angolatitan n. sp. adamastor,species,180384,,Angolatitan adamastor,species,180384,89.8,86.3,35572
56186,spm,,572945,24454,,MGUANPA-003,holotype,right,ulna,,1,text,,,n. gen. Angolatitan n. sp. adamastor,species,180384,,Angolatitan adamastor,species,180384,89.8,86.3,35572
56187,spm,,572945,24454,,MGUANPA-003,holotype,right,radius,,1,text,,,n. gen. Angolatitan n. sp. adamastor,species,180384,,Angolatitan adamastor,species,180384,89.8,86.3,35572
56188,spm,,150241,25326,,MAFI Ob.3126,,left,humerus,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56189,spm,,150241,25326,,MAFI Ob.3124,,right,ulna,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56190,spm,,150241,25326,,FGGUB R.1282,,left,ulna,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56191,spm,,150241,25326,,BMNH R.4914,,left,femur,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56192,spm,,150241,25326,,MAFI v .10338,,right,femur,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56193,spm,,150241,25326,,MAFI Ob.3128,,left,femur,,1,table,,"width is ""MW' (medial?): ""small dult"" [sic]",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56194,spm,,150241,25326,,FGGUB R.0002,,left,tibia,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56195,spm,,150241,25326,,FGGUB R.0001,,left,tibia,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56196,spm,,150241,25326,,MAFI Ob.3129a,,right,tibia,,1,table,,"width is ""MW' (medial?)",Telmatosaurus transsylvanicus,species,68154,,Telmatosaurus transsylvanicus,species,68153,72.1,66,41059
56285,spm,,486494,13282,,HNHM Gyn/404,holotype,right,scapula,,1,table,,,n. gen. Hungarosaurus n. sp. tormai,species,66856,,Hungarosaurus tormai,species,66856,86.3,83.6,14093
56286,spm,,486494,13282,,HNHM Gyn/404,holotype,right,femur,,1,table,,,n. gen. Hungarosaurus n. sp. tormai,species,66856,,Hungarosaurus tormai,species,66856,86.3,83.6,14093
56287,spm,,486494,13282,,HNHM Gyn/404,holotype,right,fibula,,1,table,,,n. gen. Hungarosaurus n. sp. tormai,species,66856,,Hungarosaurus tormai,species,66856,86.3,83.6,14093
56288,spm,,486494,13282,,HNHM Gyn/404,holotype,right,radius,,1,table,,,n. gen. Hungarosaurus n. sp. tormai,species,66856,,Hungarosaurus tormai,species,66856,86.3,83.6,14093
56289,spm,,647943,0,,AMNH 5461,,,humerus,,1,table,,,Procheneosaurus erectofrons,species,76809,subjective synonym of,Corythosaurus casuarius,species,56403,83.6,72.1,26966
56290,spm,,647943,0,,AMNH 5461,,,femur,,1,table,,,Procheneosaurus erectofrons,species,76809,subjective synonym of,Corythosaurus casuarius,species,56403,83.6,72.1,26966
56291,spm,,647943,0,,AMNH 5461,,,tibia,,1,table,,,Procheneosaurus erectofrons,species,76809,subjective synonym of,Corythosaurus casuarius,species,56403,83.6,72.1,26966
56292,spm,,520732,13459,,PIN 2230,holotype,,humerus,,1,table,,,Procheneosaurus n. sp. convincens,species,67548,recombined as,Kazaklambia convincens,species,67548,89.8,83.6,26966
56293,spm,,520732,13459,,PIN 2230,holotype,,femur,,1,table,,,Procheneosaurus n. sp. convincens,species,67548,recombined as,Kazaklambia convincens,species,67548,89.8,83.6,26966
56294,spm,,520732,13459,,PIN 2230,holotype,,tibia,,1,table,,,Procheneosaurus n. sp. convincens,species,67548,recombined as,Kazaklambia convincens,species,67548,89.8,83.6,26966
56298,spm,,396864,17735,,AEHM 2/845,holotype,,humerus,,1,table,,,n. gen. Olorotitan n. sp. arharensis,species,72095,,Olorotitan arharensis,species,72095,70.6,66,26966
56299,spm,,396864,17735,,AEHM 2/845,holotype,,femur,,1,table,,,n. gen. Olorotitan n. sp. arharensis,species,72095,,Olorotitan arharensis,species,72095,70.6,66,26966
56300,spm,,396864,17735,,AEHM 2/845,holotype,,tibia,,1,table,,,n. gen. Olorotitan n. sp. arharensis,species,72095,,Olorotitan arharensis,species,72095,70.6,66,26966
56301,spm,,519867,0,,FWMSH 93B1,holotype,,skull,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56302,spm,,519867,0,,FWMSH 93B1,holotype,both,scapula,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56303,spm,,519867,0,,FWMSH 93B1,holotype,both,coracoid,,1,table,,"length is actually height, good enough",Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56304,spm,,519867,0,,FWMSH 93B1,holotype,left,humerus,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56305,spm,,519867,0,,FWMSH 93B1,holotype,left,ulna,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56306,spm,,519867,0,,FWMSH 93B1,holotype,left,radius,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56307,spm,,519867,0,,FWMSH 93B1,holotype,left,femur,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56308,spm,,519867,0,,FWMSH 93B1,holotype,left,tibia,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56309,spm,,519867,0,,FWMSH 93B1,holotype,left,fibula,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56310,spm,,519867,0,,FWMSH 93B2,,right,coracoid,,1,table,,"length is actually height, sorry",Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
